study_text_id,site_id,sample_years,longitude_dd,latitude_dd,
EW1_2016__Noreika_BACI_2,1487,"2003,2007",31.466667,62.9,
EW1_2016__Noreika_BACI_2,1488,"2003,2007",31.466667,62.9,
EW1_2016__Noreika_BACI_2,1489,"2003,2007",31.466667,62.9,
EW1_2016__Noreika_BACI_2,1490,"2003,2007",29.4,62.933333,
EW1_2016__Noreika_BACI_2,1491,"2003,2007",29.4,62.933333,
EW1_2016__Noreika_BACI_2,1492,"2003,2007",29.4,62.933333,
EW1_2016__Noreika_BACI_3,1493,"2010,2014",26.4406074364766,64.1027064972453,
EW1_2016__Noreika_BACI_3,1494,"2010,2014",26.4406074364766,64.1027064972453,
EW1_2016__Noreika_BACI_3,1495,"2010,2014",26.4406074364766,64.1027064972453,
EW1_2016__Noreika_BACI_3,1496,"2010,2014",26.6297908160846,64.2985666449748,
EW1_2016__Noreika_BACI_3,1497,"2010,2014",26.6297908160846,64.2985666449748,
EW1_2016__Noreika_BACI_3,1498,"2010,2014",26.6297908160846,64.2985666449748,
EW1_2016__Noreika_BACI_3,1499,"2010,2014",24.7924680604212,64.4572455941178,
EW1_2016__Noreika_BACI_3,1500,"2010,2014",24.7924680604212,64.4572455941178,
EW1_2016__Noreika_BACI_3,1501,"2010,2014",24.7924680604212,64.4572455941178,
EW1_2016__Noreika_BACI_3,1502,"2010,2014",22.2600318734253,61.6375785219498,
EW1_2016__Noreika_BACI_3,1503,"2010,2014",22.2600318734253,61.6375785219498,
EW1_2016__Noreika_BACI_3,1504,"2010,2014",22.2600318734253,61.6375785219498,
EW1_2016__Noreika_BACI_3,1505,"2010,2014",21.6959248791075,61.9610429124966,
EW1_2016__Noreika_BACI_3,1506,"2010,2014",21.6959248791075,61.9610429124966,
EW1_2016__Noreika_BACI_3,1507,"2010,2014",21.6959248791075,61.9610429124966,
EW1_2016__Noreika_BACI_3,1508,"2010,2014",22.1913844876795,62.1693727348103,
EW1_2016__Noreika_BACI_3,1509,"2010,2014",22.1913844876795,62.1693727348103,
EW1_2016__Noreika_BACI_3,1510,"2010,2014",22.1913844876795,62.1693727348103,
EW1_2016__Noreika_BACI_3,1511,"2010,2014",22.4325381852037,62.1236785343526,
EW1_2016__Noreika_BACI_3,1512,"2010,2014",22.4325381852037,62.1236785343526,
EW1_2016__Noreika_BACI_3,1513,"2010,2014",22.4325381852037,62.1236785343526,
EW1_2016__Noreika_BACI_3,1514,"2010,2014",23.3600461587619,62.4215743199494,
EW1_2016__Noreika_BACI_3,1515,"2010,2014",23.3600461587619,62.4215743199494,
EW1_2016__Noreika_BACI_3,1516,"2010,2014",23.3600461587619,62.4215743199494,
EW1_2016__Noreika_BACI_3,1517,"2010,2014",24.2731729217866,63.0936172013196,
EW1_2016__Noreika_BACI_3,1518,"2010,2014",24.2731729217866,63.0936172013196,
EW1_2016__Noreika_BACI_3,1519,"2010,2014",24.2731729217866,63.0936172013196,
EW1_2016__Noreika_BACI_3,1520,"2010,2014",25.4740641514956,62.8601947891499,
EW1_2016__Noreika_BACI_3,1521,"2010,2014",25.4740641514956,62.8601947891499,
EW1_2016__Noreika_BACI_3,1522,"2010,2014",25.4740641514956,62.8601947891499,
EW1_2016__Szitar_RA_1,1523,"2008,2009,2010,2011,2012,2013,2014",19.334818,46.384088,
EW1_2016__Szitar_RA_1,1524,"2008,2009,2010,2011,2012,2013,2014",19.334818,46.384088,
EW1_2016__Szitar_RA_1,1525,"2008,2009,2010,2011,2012,2013,2014",19.334818,46.384088,
EW1_2016__Szitar_RA_1,1526,"2008,2009,2010,2011,2012,2013,2014",19.334818,46.384088,
EW1_2016__Szitar_RA_1,1527,"2008,2009,2010,2011,2012,2013,2014",19.333925,46.384783,
EW1_2016__Szitar_RA_1,1528,"2008,2009,2010,2011,2012,2013,2014",19.333925,46.384783,
EW1_2016__Szitar_RA_1,1529,"2008,2009,2010,2011,2012,2013,2014",19.333925,46.384783,
EW1_2016__Szitar_RA_1,1530,"2008,2009,2010,2011,2012,2013,2014",19.333925,46.384783,
EW1_2016__Szitar_RA_1,1531,"2008,2009,2010,2011,2012,2013,2014",19.330544,46.382228,
EW1_2016__Szitar_RA_1,1532,"2008,2009,2010,2011,2012,2013,2014",19.330544,46.382228,
EW1_2016__Szitar_RA_1,1533,"2008,2009,2010,2011,2012,2013,2014",19.330544,46.382228,
EW1_2016__Szitar_RA_1,1534,"2008,2009,2010,2011,2012,2013,2014",19.330544,46.382228,
EW1_2016__Szitar_RA_1,1535,"2008,2009,2010,2011,2012,2013,2014",19.336251,46.382241,
EW1_2016__Szitar_RA_1,1536,"2008,2009,2010,2011,2012,2013,2014",19.336251,46.382241,
EW1_2016__Szitar_RA_1,1537,"2008,2009,2010,2011,2012,2013,2014",19.336251,46.382241,
EW1_2016__Szitar_RA_1,1538,"2008,2009,2010,2011,2012,2013,2014",19.336251,46.382241,
EW1_2016__Szitar_RA_1,1539,"2008,2009,2010,2011,2012,2013,2014",19.333513,46.380754,
EW1_2016__Szitar_RA_1,1540,"2008,2009,2010,2011,2012,2013,2014",19.333513,46.380754,
EW1_2016__Szitar_RA_1,1541,"2008,2009,2010,2011,2012,2013,2014",19.333513,46.380754,
EW1_2016__Szitar_RA_1,1542,"2008,2009,2010,2011,2012,2013,2014",19.333513,46.380754,
EW1_2016__Szitar_RA_1,1543,"2008,2009,2010,2011,2012,2013,2014",19.332336,46.381756,
EW1_2016__Szitar_RA_1,1544,"2008,2009,2010,2011,2012,2013,2014",19.332336,46.381756,
EW1_2016__Szitar_RA_1,1545,"2008,2009,2010,2011,2012,2013,2014",19.332336,46.381756,
EW1_2016__Szitar_RA_1,1546,"2008,2009,2010,2011,2012,2013,2014",19.332336,46.381756,
EW1_2016__Szitar_RA_1,1547,"2008,2009,2010,2011,2012,2013,2014",19.332422,46.38575,
EW1_2016__Szitar_RA_1,1548,"2008,2009,2010,2011,2012,2013,2014",19.332422,46.38575,
EW1_2016__Szitar_RA_1,1549,"2008,2009,2010,2011,2012,2013,2014",19.332422,46.38575,
EW1_2016__Szitar_RA_1,1550,"2008,2009,2010,2011,2012,2013,2014",19.332422,46.38575,
EW1_2016__Szitar_RA_1,1551,"2008,2009,2010,2011,2012,2013,2014",19.33253,46.386505,
EW1_2016__Szitar_RA_1,1552,"2008,2009,2010,2011,2012,2013,2014",19.33253,46.386505,
EW1_2016__Szitar_RA_1,1553,"2008,2009,2010,2011,2012,2013,2014",19.33253,46.386505,
EW1_2016__Szitar_RA_1,1554,"2008,2009,2010,2011,2012,2013,2014",19.33253,46.386505,
EW1_2016__Szitar_RA_1,1555,"2008,2009,2010,2011,2012,2013,2014",19.331929,46.386039,
EW1_2016__Szitar_RA_1,1556,"2008,2009,2010,2011,2012,2013,2014",19.331929,46.386039,
EW1_2016__Szitar_RA_1,1557,"2008,2009,2010,2011,2012,2013,2014",19.331929,46.386039,
EW1_2016__Szitar_RA_1,1558,"2008,2009,2010,2011,2012,2013,2014",19.331929,46.386039,
EW1_2016__Szitar_RA_1,1559,"2008,2009,2010,2011,2012,2013,2014",19.330029,46.383012,
EW1_2016__Szitar_RA_1,1560,"2008,2009,2010,2011,2012,2013,2014",19.330029,46.383012,
EW1_2016__Szitar_RA_1,1561,"2008,2009,2010,2011,2012,2013,2014",19.330029,46.383012,
EW1_2016__Szitar_RA_1,1562,"2008,2009,2010,2011,2012,2013,2014",19.330029,46.383012,
EW1_2016__Szitar_RA_1,1563,"2008,2009,2010,2011,2012,2013,2014",19.335906,46.383438,
EW1_2016__Szitar_RA_1,1564,"2008,2009,2010,2011,2012,2013,2014",19.335906,46.383438,
EW1_2016__Szitar_RA_1,1565,"2008,2009,2010,2011,2012,2013,2014",19.335906,46.383438,
EW1_2016__Szitar_RA_1,1566,"2008,2009,2010,2011,2012,2013,2014",19.335906,46.383438,
EW1_2016__Szitar_RA_1,1567,"2008,2009,2010,2011,2012,2013,2014",19.335257,46.383629,
EW1_2016__Szitar_RA_1,1568,"2008,2009,2010,2011,2012,2013,2014",19.335257,46.383629,
EW1_2016__Szitar_RA_1,1569,"2008,2009,2010,2011,2012,2013,2014",19.335257,46.383629,
EW1_2016__Szitar_RA_1,1570,"2008,2009,2010,2011,2012,2013,2014",19.335257,46.383629,
EW1_2016__Szitar_RA_1,1571,"2008,2009,2010,2011,2012,2013,2014",19.333427,46.384182,
EW1_2016__Szitar_RA_1,1572,"2008,2009,2010,2011,2012,2013,2014",19.333427,46.384182,
EW1_2016__Szitar_RA_1,1573,"2008,2009,2010,2011,2012,2013,2014",19.333427,46.384182,
EW1_2016__Szitar_RA_1,1574,"2008,2009,2010,2011,2012,2013,2014",19.333427,46.384182,
EW1_2016__Szitar_RA_1,1575,"2008,2009,2010,2011,2012,2013,2014",19.334281,46.383307,
EW1_2016__Szitar_RA_1,1576,"2008,2009,2010,2011,2012,2013,2014",19.334281,46.383307,
EW1_2016__Szitar_RA_1,1577,"2008,2009,2010,2011,2012,2013,2014",19.334281,46.383307,
EW1_2016__Szitar_RA_1,1578,"2008,2009,2010,2011,2012,2013,2014",19.334281,46.383307,
EW1_2016__Szitar_RA_1,1579,"2008,2009,2010,2011,2012,2013,2014",19.331975,46.384878,
EW1_2016__Szitar_RA_1,1580,"2008,2009,2010,2011,2012,2013,2014",19.331975,46.384878,
EW1_2016__Szitar_RA_1,1581,"2008,2009,2010,2011,2012,2013,2014",19.331975,46.384878,
EW1_2016__Szitar_RA_1,1582,"2008,2009,2010,2011,2012,2013,2014",19.331975,46.384878,
EW1_2016__Szitar_RA_1,1583,"2008,2009,2010,2011,2012,2013,2014",19.330219,46.38464,
EW1_2016__Szitar_RA_1,1584,"2008,2009,2010,2011,2012,2013,2014",19.330219,46.38464,
EW1_2016__Szitar_RA_1,1585,"2008,2009,2010,2011,2012,2013,2014",19.330219,46.38464,
EW1_2016__Szitar_RA_1,1586,"2008,2009,2010,2011,2012,2013,2014",19.330219,46.38464,
EW1_2016__Szitar_RA_1,1587,"2008,2009,2010,2011,2012,2013,2014",19.330319,46.383893,
EW1_2016__Szitar_RA_1,1588,"2008,2009,2010,2011,2012,2013,2014",19.330319,46.383893,
EW1_2016__Szitar_RA_1,1589,"2008,2009,2010,2011,2012,2013,2014",19.330319,46.383893,
EW1_2016__Szitar_RA_1,1590,"2008,2009,2010,2011,2012,2013,2014",19.330319,46.383893,
EW1_2016__Szitar_RA_1,1591,"2008,2009,2010,2011,2012,2013,2014",19.331168,46.387102,
EW1_2016__Szitar_RA_1,1592,"2008,2009,2010,2011,2012,2013,2014",19.331168,46.387102,
EW1_2016__Szitar_RA_1,1593,"2008,2009,2010,2011,2012,2013,2014",19.331168,46.387102,
EW1_2016__Szitar_RA_1,1594,"2008,2009,2010,2011,2012,2013,2014",19.331168,46.387102,
EW1_2016__Szitar_RA_1,1595,"2008,2009,2010,2011,2012,2013,2014",19.329938,46.383075,
EW1_2016__Szitar_RA_1,1596,"2008,2009,2010,2011,2012,2013,2014",19.329938,46.383075,
EW1_2016__Szitar_RA_1,1597,"2008,2009,2010,2011,2012,2013,2014",19.329938,46.383075,
EW1_2016__Szitar_RA_1,1598,"2008,2009,2010,2011,2012,2013,2014",19.329938,46.383075,
EW1_2016__Szitar_RA_1,1599,"2008,2009,2010,2011,2012,2013,2014",19.330313,46.382633,
EW1_2016__Szitar_RA_1,1600,"2008,2009,2010,2011,2012,2013,2014",19.330313,46.382633,
EW1_2016__Szitar_RA_1,1601,"2008,2009,2010,2011,2012,2013,2014",19.330313,46.382633,
EW1_2016__Szitar_RA_1,1602,"2008,2009,2010,2011,2012,2013,2014",19.330313,46.382633,
EW1_2016__Szitar_RA_1,1603,2014,19.329299,46.382744,
EW1_2016__Szitar_RA_1,1604,2014,19.331502,46.381344,
EW1_2016__Szitar_RA_1,1605,2014,19.331134,46.380553,
EW1_2016__Szitar_RA_1,1606,2014,19.331469,46.380121,
EW1_2016__Szitar_RA_1,1607,2014,19.330964,46.382947,
EW1_2016__Szitar_RA_1,1608,2014,19.332458,46.382763,
EW1_2016__Szitar_RA_1,1609,2014,19.333085,46.383409,
EW1_2016__Szitar_RA_1,1610,2014,19.338116,46.383414,
EW1_2016__Szitar_RA_1,1611,2014,19.336406,46.384498,
EW1_2016__Szitar_RA_1,1612,2014,19.334838,46.385393,
EW1_2016__Turley_BACI_1,1613,"2010,2012,2013,2014",-81.66878918,33.35068312,
EW1_2016__Turley_BACI_1,1614,"2010,2012,2013,2014",-81.66986189,33.35062958,
EW1_2016__Turley_BACI_1,1615,"2010,2012,2013,2014",-81.66866548,33.34973838,
EW1_2016__Turley_BACI_1,1616,"2010,2012,2013,2014",-81.66973161,33.34961996,
EW1_2016__Turley_BACI_1,1617,"2010,2012,2013,2014",-81.66174697,33.34584788,
EW1_2016__Turley_BACI_1,1618,"2010,2012,2013,2014",-81.66123471,33.34505552,
EW1_2016__Turley_BACI_1,1619,"2010,2012,2013,2014",-81.66014654,33.34293016,
EW1_2016__Turley_BACI_1,1620,"2010,2012,2013,2014",-81.66042795,33.34380148,
EW1_2016__Turley_BACI_1,1621,"2010,2012,2013,2014",-81.66317756,33.34418868,
EW1_2016__Turley_BACI_1,1622,"2010,2012,2013,2014",-81.66411073,33.34373914,
EW1_2016__Turley_BACI_1,1623,"2010,2012,2013,2014",-81.66263809,33.34341001,
EW1_2016__Turley_BACI_1,1624,"2010,2012,2013,2014",-81.66356845,33.34295635,
EW1_2016__Turley_BACI_1,1625,"2010,2012,2013,2014",-81.66137804,33.35964016,
EW1_2016__Turley_BACI_1,1626,"2010,2012,2013,2014",-81.66194513,33.35887308,
EW1_2016__Turley_BACI_1,1627,"2010,2012,2013,2014",-81.66046807,33.35917005,
EW1_2016__Turley_BACI_1,1628,"2010,2012,2013,2014",-81.6610224,33.358396,
EW1_2016__Turley_BACI_1,1629,"2010,2012,2013,2014",-81.66609017,33.35863926,
EW1_2016__Turley_BACI_1,1630,"2010,2012,2013,2014",-81.66610229,33.35954531,
EW1_2016__Turley_BACI_1,1631,"2010,2012,2013,2014",-81.66500961,33.3586515,
EW1_2016__Turley_BACI_1,1632,"2010,2012,2013,2014",-81.66503231,33.35955369,
EW1_2016__Turley_BACI_1,1633,"2010,2012,2013,2014",-81.63954062,33.3885249,
EW1_2016__Turley_BACI_1,1634,"2010,2012,2013,2014",-81.63866771,33.38799775,
EW1_2016__Turley_BACI_1,1635,"2010,2012,2013,2014",-81.64016826,33.38778325,
EW1_2016__Turley_BACI_1,1636,"2010,2012,2013,2014",-81.63928574,33.38726609,
EW1_2016__Turley_BACI_1,1637,"2010,2012,2013,2014",-81.64078001,33.38703986,
EW1_2016__Turley_BACI_1,1638,"2010,2012,2013,2014",-81.63989731,33.38652305,
EW1_2016__Turley_BACI_1,1639,"2010,2012,2013,2014",-81.63683155,33.38691205,
EW1_2016__Turley_BACI_1,1640,"2010,2012,2013,2014",-81.63770304,33.38744165,
EW1_2016__Turley_BACI_1,1641,"2010,2012,2013,2014",-81.63745313,33.38618079,
EW1_2016__Turley_BACI_1,1642,"2010,2012,2013,2014",-81.63833186,33.38670244,
EW1_2016__Turley_BACI_1,1643,"2010,2012,2013,2014",-81.54718039,33.38983411,
EW1_2016__Turley_BACI_1,1644,"2010,2012,2013,2014",-81.54613151,33.39003768,
EW1_2016__Turley_BACI_1,1645,"2010,2012,2013,2014",-81.54693563,33.3889538,
EW1_2016__Turley_BACI_1,1646,"2010,2012,2013,2014",-81.54588719,33.38915894,
EW1_2016__Turley_BACI_1,1647,"2010,2012,2013,2014",-81.55533975,33.39236362,
EW1_2016__Turley_BACI_1,1648,"2010,2012,2013,2014",-81.5551058,33.39324517,
EW1_2016__Turley_BACI_1,1649,"2010,2012,2013,2014",-81.5536258,33.39241748,
EW1_2016__Turley_BACI_1,1650,"2010,2012,2013,2014",-81.5538563,33.39329827,
EW1_2016__Turley_BACI_1,1651,"2010,2012,2013,2014",-81.5488268,33.38105755,
EW1_2016__Turley_BACI_1,1652,"2010,2012,2013,2014",-81.54869269,33.38016177,
EW1_2016__Turley_BACI_1,1653,"2010,2012,2013,2014",-81.54778408,33.38118938,
EW1_2016__Turley_BACI_1,1654,"2010,2012,2013,2014",-81.5476066,33.38030128,
EW1_2016__Turley_BACI_1,1655,"2010,2012,2013,2014",-81.53373353,33.39096549,
EW1_2016__Turley_BACI_1,1656,"2010,2012,2013,2014",-81.53284685,33.3904536,
EW1_2016__Turley_BACI_1,1657,"2010,2012,2013,2014",-81.53434658,33.39022745,
EW1_2016__Turley_BACI_1,1658,"2010,2012,2013,2014",-81.53346467,33.38970958,
EW1_2016__Turley_BACI_1,1659,"2010,2012,2013,2014",-81.53575816,33.39090694,
EW1_2016__Turley_BACI_1,1660,"2010,2012,2013,2014",-81.53683078,33.39083076,
EW1_2016__Turley_BACI_1,1661,"2010,2012,2013,2014",-81.53569619,33.3900007,
EW1_2016__Turley_BACI_1,1662,"2010,2012,2013,2014",-81.53676953,33.3899332,
EW1_2016__Turley_BACI_1,1663,"2010,2012,2013,2014",-81.52878835,33.37692314,
EW1_2016__Turley_BACI_1,1664,"2010,2012,2013,2014",-81.52799131,33.37752748,
EW1_2016__Turley_BACI_1,1665,"2010,2012,2013,2014",-81.52764797,33.37591489,
EW1_2016__Turley_BACI_1,1666,"2010,2012,2013,2014",-81.52718706,33.37673103,
EW1_2016__Turley_BACI_1,1667,"2010,2012,2013,2014",-81.48845687,33.32538216,
EW1_2016__Turley_BACI_1,1668,"2010,2012,2013,2014",-81.48813397,33.32452089,
EW1_2016__Turley_BACI_1,1669,"2010,2012,2013,2014",-81.48741267,33.32563304,
EW1_2016__Turley_BACI_1,1670,"2010,2012,2013,2014",-81.48710889,33.32476746,
EW1_2016__Turley_BACI_1,1671,"2010,2012,2013,2014",-81.49053625,33.3205512,
EW1_2016__Turley_BACI_1,1672,"2010,2012,2013,2014",-81.49160245,33.32043278,
EW1_2016__Turley_BACI_1,1673,"2010,2012,2013,2014",-81.49039809,33.31964671,
EW1_2016__Turley_BACI_1,1674,"2010,2012,2013,2014",-81.49146679,33.31954563,
EW1_2016__Turley_BACI_1,1675,"2010,2012,2013,2014",-81.51216926,33.34347559,
EW1_2016__Turley_BACI_1,1676,"2010,2012,2013,2014",-81.51109575,33.34353556,
EW1_2016__Turley_BACI_1,1677,"2010,2012,2013,2014",-81.5120908,33.3425666,
EW1_2016__Turley_BACI_1,1678,"2010,2012,2013,2014",-81.51101958,33.34264296,
EW1_2016__Turley_BACI_1,1679,"2010,2012,2013,2014",-81.5086477,33.34416425,
EW1_2016__Turley_BACI_1,1680,"2010,2012,2013,2014",-81.50859692,33.34326216,
EW1_2016__Turley_BACI_1,1681,"2010,2012,2013,2014",-81.53660482,33.33015464,
EW1_2016__Turley_BACI_1,1682,"2010,2012,2013,2014",-81.53603451,33.33092042,
EW1_2016__Turley_BACI_1,1683,"2010,2012,2013,2014",-81.53568261,33.32967362,
EW1_2016__Turley_BACI_1,1684,"2010,2012,2013,2014",-81.53512947,33.33044754,
EW1_2016__Turley_BACI_1,1685,"2010,2012,2013,2014",-81.53293222,33.3321656,
EW1_2016__Turley_BACI_1,1686,"2010,2012,2013,2014",-81.53343453,33.33136695,
EW1_2016__Turley_BACI_1,1687,"2010,2012,2013,2014",-81.53196997,33.3317058,
EW1_2016__Turley_BACI_1,1688,"2010,2012,2013,2014",-81.53251845,33.3309493,
EW1_2016__Turley_BACI_1,1689,"2010,2012,2013,2014",-81.61303649,33.35436539,
EW1_2016__Turley_BACI_1,1690,"2010,2012,2013,2014",-81.61382515,33.35497984,
EW1_2016__Turley_BACI_1,1691,"2010,2012,2013,2014",-81.61377125,33.35370363,
EW1_2016__Turley_BACI_1,1692,"2010,2012,2013,2014",-81.61455765,33.35432011,
EW1_2016__Turley_BACI_1,1693,"2010,2012,2013,2014",-81.58803244,33.19892625,
EW1_2016__Turley_BACI_1,1694,"2010,2012,2013,2014",-81.5869912,33.19913693,
EW1_2016__Turley_BACI_1,1695,"2010,2012,2013,2014",-81.58834381,33.19787719,
EW1_2016__Turley_BACI_1,1696,"2010,2012,2013,2014",-81.58727139,33.19791471,
EW1_2016__Turley_BACI_1,1697,"2010,2012,2013,2014",-81.61344351,33.32158468,
EW1_2016__Turley_BACI_1,1698,"2010,2012,2013,2014",-81.61362539,33.32069542,
EW1_2016__Turley_BACI_1,1699,"2010,2012,2013,2014",-81.61237999,33.32142012,
EW1_2016__Turley_BACI_1,1700,"2010,2012,2013,2014",-81.61257321,33.32053275,
EW1_2016__Turley_BACI_1,1701,"2010,2012,2013,2014",-81.52976749,33.26662475,
EW1_2016__Turley_BACI_1,1702,"2010,2012,2013,2014",-81.52869442,33.26661639,
EW1_2016__Turley_BACI_1,1703,"2010,2012,2013,2014",-81.52976821,33.26572962,
EW1_2016__Turley_BACI_1,1704,"2010,2012,2013,2014",-81.52869566,33.26570494,
EW1_2016__Turley_BACI_1,1705,"2010,2012,2013,2014",-81.54732136,33.23080066,
EW1_2016__Turley_BACI_1,1706,"2010,2012,2013,2014",-81.54633673,33.2304391,
EW1_2016__Turley_BACI_1,1707,"2010,2012,2013,2014",-81.54774649,33.22996969,
EW1_2016__Turley_BACI_1,1708,"2010,2012,2013,2014",-81.54676045,33.22961064,
EW1_2016__Turley_BACI_1,1709,"2010,2012,2013,2014",-81.52598783,33.21721744,
EW1_2016__Turley_BACI_1,1710,"2010,2012,2013,2014",-81.52705755,33.21729307,
EW1_2016__Turley_BACI_1,1711,"2010,2012,2013,2014",-81.52607695,33.21632618,
EW1_2016__Turley_BACI_1,1712,"2010,2012,2013,2014",-81.52714912,33.21638448,
EW1_2016__Turley_BACI_1,1713,"2010,2012,2013,2014",-81.54768241,33.18039883,
EW1_2016__Turley_BACI_1,1714,"2010,2012,2013,2014",-81.54796284,33.18127055,
EW1_2016__Turley_BACI_1,1715,"2010,2012,2013,2014",-81.54634602,33.17987969,
EW1_2016__Turley_BACI_1,1716,"2010,2012,2013,2014",-81.54611541,33.18076139,
EW1_2016__Turley_BACI_1,1717,"2010,2012,2013,2014",-81.54461267,33.16636483,
EW1_2016__Turley_BACI_1,1718,"2010,2012,2013,2014",-81.54395244,33.16707589,
EW1_2016__Turley_BACI_1,1719,"2010,2012,2013,2014",-81.5437951,33.16556035,
EW1_2016__Turley_BACI_1,1720,"2010,2012,2013,2014",-81.54287116,33.16601772,
EW1_2016__Turley_BACI_1,1721,"2010,2012,2013,2014",-81.56704431,33.16082994,
EW1_2016__Turley_BACI_1,1722,"2010,2012,2013,2014",-81.56723716,33.16171839,
EW1_2016__Turley_BACI_1,1723,"2010,2012,2013,2014",-81.56599114,33.16097498,
EW1_2016__Turley_BACI_1,1724,"2010,2012,2013,2014",-81.56617081,33.16186494,
EW1_2016__Turley_BACI_1,1725,"2010,2012,2013,2014",-81.57047546,33.14343565,
EW1_2016__Turley_BACI_1,1726,"2010,2012,2013,2014",-81.57086706,33.14427564,
EW1_2016__Turley_BACI_1,1727,"2010,2012,2013,2014",-81.56947206,33.14378859,
EW1_2016__Turley_BACI_1,1728,"2010,2012,2013,2014",-81.56988945,33.14461993,
EW1_2016__Turley_BACI_1,1729,"2010,2012,2013,2014",-81.56638155,33.14353523,
EW1_2016__Turley_BACI_1,1730,"2010,2012,2013,2014",-81.56605739,33.14439565,
EW1_2016__Turley_BACI_1,1731,"2010,2012,2013,2014",-81.56535212,33.14326039,
EW1_2016__Turley_BACI_1,1732,"2010,2012,2013,2014",-81.56503974,33.14412432,
EW1_2016__Turley_BACI_1,1733,"2010,2012,2013,2014",-81.73183005,33.31519759,
EW1_2016__Turley_BACI_1,1734,"2010,2012,2013,2014",-81.73243329,33.31444987,
EW1_2016__Turley_BACI_1,1735,"2010,2012,2013,2014",-81.73094024,33.31469123,
EW1_2016__Turley_BACI_1,1736,"2010,2012,2013,2014",-81.73154232,33.31394291,
EW1_2016__Walden_RA_1,1737,"2001,2012",16.490388,58.95759,
EW1_2016__Walden_RA_1,1738,"2001,2012",17.351696,59.786787,
EW1_2016__Walden_RA_1,1739,"2001,2012",17.392696,59.788177,
EW1_2016__Walden_RA_1,1740,"2001,2012",16.491267,58.334766,
EW1_2016__Walden_RA_1,1741,"2001,2012",15.447685,57.925692,
EW1_2016__Walden_RA_1,1742,"2001,2012",17.357,59.737167,
EW1_2016__Walden_RA_1,1743,"2001,2012",15.950017,57.995302,
EW1_2016__Walden_RA_1,1744,"2001,2012",15.945162,57.996569,
EW1_2016__Walden_RA_1,1745,"2001,2012",16.684178,59.083491,
EW1_2016__Walden_RA_1,1746,"2001,2012",15.405582,57.837609,
EW1_2016__Walden_RA_1,1747,"2001,2012",16.470207,58.349158,
EW1_2016__Walden_RA_1,1748,"2001,2012",17.196656,59.060758,
EW1_2016__Walden_RA_1,1749,"2001,2012",15.288758,57.926889,
EW1_2016__Walden_RA_1,1750,"2001,2012",16.91828,58.651707,
EW1_2016__Walden_RA_1,1751,"2001,2012",17.137449,59.361557,
EW1_2016__Walden_RA_1,1752,2012,14.70986571,58.29772302,
EW1_2016__Walden_RA_1,1753,2012,17.13129169,59.39776117,
EW1_2016__Walden_RA_1,1754,2012,17.45790906,58.80279133,
EW1_2016__Walden_RA_1,1755,2012,16.83374015,59.08806521,
EW1_2016__Walden_RA_1,1756,2012,14.81136143,58.2642676,
GC1_2007__Sirami_ACI_1,1757,"1978,1992,2003",3.84311000394063,43.7908400000321,
GC1_2007__Sirami_ACI_1,1758,"1978,1992,2003",3.80657000395167,43.765870000032,
GC1_2007__Sirami_ACI_1,1759,"1978,1992,2003",3.80347000395282,43.7659800000322,
GC1_2007__Sirami_ACI_1,1760,"1978,1992,2003",3.80340000395306,43.7682100000323,
GC1_2007__Sirami_ACI_1,1761,"1978,1992,2003",3.80693000395172,43.7678000000322,
GC1_2007__Sirami_ACI_1,1762,"1978,1992,2003",3.82572000394424,43.7617300000308,
GC1_2007__Sirami_ACI_1,1763,"1978,1992,2003",3.82609000394389,43.7594300000306,
GC1_2007__Sirami_ACI_1,1764,"1978,1992,2003",3.81886000394957,43.7913300000333,
GC1_2007__Sirami_ACI_1,1765,"1978,1992,2003",3.82215000394836,43.7912600000332,
GC1_2007__Sirami_ACI_1,1766,"1978,1992,2003",3.82169000394832,43.789070000033,
GC1_2007__Sirami_ACI_1,1767,"1978,1992,2003",3.8217200039481,43.7868200000329,
GC1_2007__Sirami_ACI_1,1768,"1978,1992,2003",3.82507000394707,43.7889800000329,
GC1_2007__Sirami_ACI_1,1769,"1978,1992,2003",3.83105000394486,43.7888000000326,
GC1_2007__Sirami_ACI_1,1770,"1978,1992,2003",3.83127000394457,43.7865800000324,
GC1_2007__Sirami_ACI_1,1771,"1978,1992,2003",3.83430000394366,43.7886900000324,
GC1_2007__Sirami_ACI_1,1772,"1978,1992,2003",3.83737000394253,43.7886500000322,
GC1_2007__Sirami_ACI_1,1773,"1978,1992,2003",3.83771000394262,43.7908700000323,
GC1_2007__Sirami_ACI_1,1774,"1978,1992,2003",3.8434800039407,43.7929500000322,
GC1_2007__Sirami_ACI_1,1775,"1978,1992,2003",3.82437000394667,43.7820300000323,
GC1_2007__Sirami_ACI_1,1776,"1978,1992,2003",3.82766000394545,43.7819400000322,
GC1_2007__Sirami_ACI_1,1777,"1978,1992,2003",3.82512000394618,43.7797800000322,
GC1_2007__Sirami_ACI_1,1778,"1978,1992,2003",3.82770000394524,43.779890000032,
GC1_2007__Sirami_ACI_1,1779,"1978,1992,2003",3.83429000394282,43.7798500000318,
GC1_2007__Sirami_ACI_1,1780,"1978,1992,2003",3.80904000395233,43.7824300000332,
GC1_2007__Sirami_ACI_1,1781,"1978,1992,2003",3.80914000395208,43.7800900000329,
GC1_2007__Sirami_ACI_1,1782,"1978,1992,2003",3.80613000395319,43.7801500000331,
